mod,nAg,agDen,rRep,rOr,rOrX,rAt,rAtX,exp,cco,iso,piso,avgDeg,avgTotDeg
M,50,0.0002,20,40,2X,80,2X,639.3188185,4,1,0.02,35.09800001,70.19600002
M,50,0.0002,20,40,2X,80,2X,239.1694886,1,0,0,41.68250002,83.36500004
M,50,0.0002,20,40,2X,80,2X,354.2269824,2,0,0,37.48119999,74.96239998
M,50,0.0002,20,40,2X,80,2X,314.0319349,2,0,0,40.99529997,81.99059994
M,50,0.0002,20,40,2X,80,2X,226.9004146,1,0,0,41.84589993,83.69179985
M,50,0.0002,20,40,2X,80,2X,302.6612337,2,0,0,40.14859996,80.29719992
M,50,0.0002,20,40,2X,80,2X,300.1660632,1,0,0,41.30800013,82.61600025
M,50,0.0002,20,40,2X,80,2X,349.3811513,2,0,0,39.74009999,79.48019999
M,50,0.0002,20,40,2X,80,2X,204.021796,2,1,0.02,43.56099997,87.12199993
M,50,0.0002,20,40,2X,80,2X,941.0736788,3,0,0,32.68290004,65.36580008
M,50,0.0002,20,40,2X,80,2X,232.4455789,1,0,0,41.11709995,82.23419991
M,50,0.0002,20,40,2X,80,2X,376.7836566,1,0,0,37.43470001,74.86940002
M,50,0.0002,20,40,2X,80,2X,192.9911834,1,0,0,41.90169998,83.80339996
M,50,0.0002,20,40,2X,80,2X,225.5530828,2,0,0,44.20120001,88.40240002
M,50,0.0002,20,40,2X,80,2X,268.9170579,1,0,0,41.38269995,82.76539989
M,50,0.0002,20,40,2X,80,2X,380.9594468,3,0,0,41.73810001,83.47620003
M,50,0.0002,20,40,2X,80,2X,551.5236521,4,2,0.04,40.00639988,80.01279976
M,50,0.0002,20,40,2X,80,2X,194.1116595,1,0,0,43.32859995,86.6571999
M,50,0.0002,20,40,2X,80,2X,239.2750267,1,0,0,38.99600001,77.99200003
M,50,0.0002,20,40,2X,80,2X,334.3095817,1,0,0,39.13079998,78.26159996
M,50,0.0002,20,40,2X,80,2X,318.8174406,1,0,0,40.22079987,80.44159973
M,50,0.0002,20,40,2X,80,2X,266.9635966,1,0,0,38.49630003,76.99260006
M,50,0.0002,20,40,2X,80,2X,286.3171688,1,0,0,37.36280002,74.72560003
T7,100,0.0004,10,15,1.50X,22,1.50X,277.6291994,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,227.8240689,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,243.2132023,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,210.5147243,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,246.3325332,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,282.1426067,2,0,0,7.000200002,14.0004
T7,100,0.0004,10,15,1.50X,22,1.50X,275.0224175,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,274.6697571,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,262.5390952,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,232.3845497,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,353.6018716,3,0,0,7.000250001,14.0005
T7,100,0.0004,10,15,1.50X,22,1.50X,303.2704671,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,269.231842,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,292.2110667,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,324.8341842,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,238.1838563,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,291.714353,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,352.5314217,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,315.5663359,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,198.9795707,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,313.9262568,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,244.3877395,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,344.0295868,4,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,265.7911337,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,22,1.50X,227.6964735,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,163.783555,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,276.4480711,1,0,0,7.000300002,14.0006
T7,100,0.0004,10,15,1.50X,30,2X,316.1395483,1,0,0,7.000250001,14.0005
T7,100,0.0004,10,15,1.50X,30,2X,168.9653749,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,206.9125795,1,0,0,7.000550003,14.00110001
T7,100,0.0004,10,15,1.50X,30,2X,256.7576786,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,211.5944068,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,269.3606049,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,335.1310165,3,0,0,7.000100002,14.0002
T7,100,0.0004,10,15,1.50X,30,2X,343.3962018,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,259.5602334,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,251.2477005,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,213.9978478,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,242.3588928,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,311.4082524,5,0,0,7.000250001,14.0005
T7,100,0.0004,10,15,1.50X,30,2X,300.7843216,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,326.4559079,4,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,261.8996492,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,296.8665166,4,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,263.6005018,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,240.9198556,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,310.144333,1,0,0,7.000150001,14.0003
T7,100,0.0004,10,15,1.50X,30,2X,266.8735986,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,15,1.50X,30,2X,271.9336066,4,0,0,7.0001,14.0002
T7,100,0.0004,10,15,1.50X,30,2X,299.9733253,1,0,0,7.000150001,14.0003
T7,100,0.0004,10,20,2X,30,1.50X,249.9907839,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,304.8343366,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,396.8262218,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,351.6143388,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,270.9720261,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,318.5604619,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,355.8062134,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,339.5421941,2,0,0,7.000150001,14.0003
T7,100,0.0004,10,20,2X,30,1.50X,288.9553084,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,290.8290346,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,282.3592405,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,350.1573045,3,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,230.3275714,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,355.0230061,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,263.6867483,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,333.9227144,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,285.654349,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,341.5176182,2,0,0,7.000150001,14.0003
T7,100,0.0004,10,20,2X,30,1.50X,374.9155857,2,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,381.6374429,4,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,323.518716,1,0,0,7.000050001,14.0001
T7,100,0.0004,10,20,2X,30,1.50X,330.9575963,2,0,0,7.000050001,14.0001
